timestamp,instrument_name,underlying,underlying_name,option_type,strike,expiry_datetime,time_to_maturity,bid_price,ask_price,mark_price,mid_price,futures_price,futures_instrument_name,implied_volatility,delta,vega,open_interest,volume,bid_ask_spread,currency,index_price,volume_usd
2026-09-07T23:25:55.061738+00:00,BTC-8SEP26-90000-C,79005.03,BTC-8SEP26,call,90000.0,2026-09-08T08:00:00+00:00,0.0009774171122645574,,0.0001,0.0,,79005.03,BTC-8SEP26,0.5407,0.0,0.0,8.2,0.0,,BTC,79019.78,0.0
2026-09-07T23:25:55.061738+00:00,BTC-25SEP26-155000-P,79116.1,BTC-25SEP26,put,155000.0,2026-09-25T08:00:00+00:00,0.047520880493510276,0.954,0.9645,0.95914279,0.95925,79116.1,BTC-25SEP26,0.8133,-0.99989,0.07236,0.1,0.0,0.010500000000000065,BTC,79019.78,0.0
2026-09-07T23:25:55.061738+00:00,BTC-25SEP26-105000-C,79116.1,BTC-25SEP26,call,105000.0,2026-09-25T08:00:00+00:00,0.047520880493510276,0.0002,0.0005,0.00032313,0.00035,79116.1,BTC-25SEP26,0.5323,0.00865,4.04935,1538.2,1.2,0.00030000000000000003,BTC,79020.79,46.14
2026-09-07T23:25:55.061738+00:00,BTC-18SEP26-90000-C,79072.62,BTC-18SEP26,call,90000.0,2026-09-18T08:00:00+00:00,0.028355924983585568,0.001,0.0012,0.00113486,0.0011,79072.62,BTC-18SEP26,0.42969999999999997,0.03991,11.45715,413.8,4.4,0.00019999999999999987,BTC,79020.79,479.61
2026-09-07T23:25:55.061738+00:00,BTC-27NOV26-70000-C,79749.22,BTC-27NOV26,call,70000.0,2026-11-27T08:00:00+00:00,0.22000548008283266,0.1465,0.1505,0.14819369,0.1485,79749.22,BTC-27NOV26,0.40490000000000004,0.78271,110.00939,4.2,0.0,0.0040000000000000036,BTC,79020.79,0.0
2026-09-07T23:25:55.061738+00:00,BTC-9SEP26-73000-P,79010.08,BTC-9SEP26,put,73000.0,2026-09-09T08:00:00+00:00,0.0037152678993966587,,0.0002,0.00016293,,79010.08,BTC-9SEP26,0.5869,-0.0129,1.60176,6.0,4.1,,BTC,79021.47,75.48
2026-09-07T23:25:55.061738+00:00,BTC-30OCT26-90000-P,79431.27,BTC-30OCT26,put,90000.0,2026-10-30T08:00:00+00:00,0.14334565804313382,0.1475,0.152,0.15049485,0.14975,79431.27,BTC-30OCT26,0.39020000000000005,-0.7797,89.14721,5.9,0.3,0.004500000000000004,BTC,79020.79,3528.48
2026-09-07T23:25:55.061738+00:00,BTC-25JUN27-105000-P,82002.72,BTC-25JUN27,put,105000.0,2027-06-25T08:00:00+00:00,0.794954145380574,0.3415,0.3485,0.34439364,0.345,82002.72,BTC-25JUN27,0.4193,-0.68227,260.77181,0.1,0.0,0.006999999999999951,BTC,79020.79,0.0
2026-09-07T23:25:55.061738+00:00,BTC-25SEP26-82000-P,79116.1,BTC-25SEP26,put,82000.0,2026-09-25T08:00:00+00:00,0.047520880493510276,0.0525,0.0555,0.05406682,0.054,79116.1,BTC-25SEP26,0.3686,-0.65725,63.41049,458.1,185.8,0.0030000000000000027,BTC,79021.47,723167.8
2026-09-07T23:25:55.061738+00:00,BTC-26MAR27-112000-P,81014.14,BTC-26MAR27,put,112000.0,2027-03-26T08:00:00+00:00,0.5458097237515528,0.406,0.415,0.41010087,0.4105,81014.14,BTC-26MAR27,0.4192,-0.8134,160.67887,0.1,0.0,0.008999999999999952,BTC,79021.47,0.0
2026-09-07T23:25:55.061738+00:00,BTC-25DEC26-58000-C,80065.74,BTC-25DEC26,call,58000.0,2026-12-25T08:00:00+00:00,0.2966653021225315,0.284,0.288,0.28610642,0.286,80065.74,BTC-25DEC26,0.4671,0.91836,65.85694,40.3,0.0,0.0040000000000000036,BTC,79021.47,0.0
2026-09-07T23:25:55.061738+00:00,BTC-30OCT26-79000-C,79431.53,BTC-30OCT26,call,79000.0,2026-10-30T08:00:00+00:00,0.14334565804313382,0.0585,0.0595,0.05885187,0.059,79431.53,BTC-30OCT26,0.3726,0.54349,119.30451,186.0,0.1,0.000999999999999994,BTC,79021.47,474.55
